dataset,line_id_orig,timestamp,time_delta,node,component,level,content,event_id,event_template,risk_score,severity_label,severity_code
BGL,2437,04-06-2005 07:24,4,R27-M1-N4-I:J18-U01,APP,FATAL,ciod: failed to read message prefix on control stream (CioStream socket to 172.16.96.116:33370,E33,ciod: failed to read message prefix on control stream (CioStream socket to <*>:<*>,0.9,Risk,2
HDFS,2207,10-11-2008 13:36,178,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.123.132:50010:Got exception while serving blk_4048438071314937575 to /10.251.194.213:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,590,10-11-2008 11:40,14,UNKNOWN,dfs.DataNode$PacketResponder,INFO,PacketResponder 2 for block blk_-1485317050914225917 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.05,Normal,0
HDFS,2160,09-11-2008 22:04,228,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.107.227:50010:Got exception while serving blk_-6290631608800952376 to /10.251.109.209:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,1543,03-11-2005 22:48,10,R61-M0-N1-C:J05-U11,KERNEL,INFO,iar 00106228 dear 0244c21c,E70,iar <*> dear <*>,0.1,Normal,0
BGL,2262,15-08-2005 02:02,104265,R21-M0-N8-I:J18-U11,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:42213: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,0.9,Risk,2
BGL,869,13-07-2005 12:13,2,R23-M0-N7-C:J02-U11,KERNEL,INFO,generating core.18363,E67,generating core.<*>,0.1,Normal,0
BGL,2308,04-09-2005 22:01,55943,R24-M1-NC-I:J18-U01,KERNEL,FATAL,Lustre mount FAILED : bglio336 : point /p/gb1,E81,Lustre mount FAILED : bglio<*> : point <*>,0.9,Risk,2
HDFS,462,10-11-2008 10:35,1,UNKNOWN,dfs.FSDataset,INFO,Deleting block blk_-1581605246928123722 file /mnt/hadoop/dfs/data/current/subdir13/blk_-1581605246928123722,E9,Deleting block blk_<*> file /<*>/blk_<*>,0.05,Normal,0
BGL,744,10-07-2005 00:57,203,R01-M1-N5-C:J04-U11,KERNEL,INFO,generating core.2347,E67,generating core.<*>,0.1,Normal,0
HDFS,2016,10-11-2008 16:39,184,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.30.101:50010:Got exception while serving blk_-5340885607150360719 to /10.251.30.101:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,1492,11-11-2008 05:47,147,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.delete: blk_3280859030919654043 is added to invalidSet of 10.251.214.130:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,0.05,Normal,0
BGL,825,12-07-2005 12:41,56269,R37-M1-N6-C:J03-U11,KERNEL,INFO,generating core.9079,E67,generating core.<*>,0.1,Normal,0
HDFS,2174,10-11-2008 08:27,35,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.250.19.227:50010:Got exception while serving blk_-7372087176866857012 to /10.251.110.68:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,2274,13-12-2005 17:52,142601,R74-M1-N8-I:J18-U11,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:55929, Link has been severed",E32,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",0.9,Risk,2
BGL,2340,18-07-2005 22:53,22328,R20-M1-N8-C:J12-U01,KERNEL,FATAL,"rts: kernel terminated for reason 1001rts: bad message header: invalid cpu, type=42315, cpu=105, index=1207960804, total=2691015",E112,"rts: kernel terminated for reason <*>: bad message header: invalid cpu, type=<*>, cpu=<*>, index=<*>, total=<*>",0.9,Risk,2
BGL,977,16-07-2005 06:40,65,R17-M1-N6-C:J04-U11,KERNEL,INFO,generating core.8879,E67,generating core.<*>,0.1,Normal,0
BGL,2457,16-06-2005 21:55,48993,R32-M1-N8-I:J18-U01,APP,FATAL,ciod: failed to read message prefix on control stream (CioStream socket to 172.16.96.116:51706,E33,ciod: failed to read message prefix on control stream (CioStream socket to <*>:<*>,0.9,Risk,2
HDFS,1269,11-11-2008 03:39,8,UNKNOWN,dfs.DataNode$DataXceiver,INFO,Receiving block blk_5256716488526744434 src: /10.251.73.220:42064 dest: /10.251.73.220:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.05,Normal,0
HDFS,1123,11-11-2008 01:22,600,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.250.7.32:50010:Got exception while serving blk_-1508527605812345693 to /10.251.74.192:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,324,10-11-2008 08:08,50,UNKNOWN,dfs.DataNode$DataXceiver,INFO,10.251.42.84:50010 Served block blk_6105506155797750768 to /10.251.42.84,E1,<*>:<*> Served block blk_<*> to /<*>,0.05,Normal,0
HDFS,1047,10-11-2008 22:30,9,UNKNOWN,dfs.DataNode$PacketResponder,INFO,Received block blk_5174461779237739025 of size 67108864 from /10.250.14.143,E11,Received block blk_<*> of size <*> from /<*>,0.05,Normal,0
BGL,1327,26-08-2005 20:19,2866,R14-M1-N5-C:J12-U11,KERNEL,INFO,"CE sym 0, at 0x12af93a0, mask 0x08",E18,"CE sym <*>, at <*>, mask <*>",0.1,Normal,0
BGL,2418,25-11-2005 09:48,44900,R45-M1-N0-I:J18-U01,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:54780, Link has been severed",E32,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",0.9,Risk,2
BGL,561,03-07-2005 00:47,42,R05-M1-NE-C:J12-U01,KERNEL,INFO,generating core.2117,E67,generating core.<*>,0.1,Normal,0
BGL,409,25-06-2005 16:10,11,R17-M1-N9-C:J16-U01,KERNEL,INFO,generating core.14856,E67,generating core.<*>,0.1,Normal,0
BGL,2318,04-06-2005 07:24,22965,R04-M1-N4-I:J18-U11,APP,FATAL,ciod: failed to read message prefix on control stream (CioStream socket to 172.16.96.116:33569,E33,ciod: failed to read message prefix on control stream (CioStream socket to <*>:<*>,0.9,Risk,2
BGL,872,14-07-2005 02:27,39859,R23-M0-N5-C:J04-U01,KERNEL,INFO,generating core.26059,E67,generating core.<*>,0.1,Normal,0
HDFS,54,09-11-2008 21:19,181,UNKNOWN,dfs.DataNode$PacketResponder,INFO,PacketResponder 1 for block blk_4886940526690879848 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.05,Normal,0
HDFS,1598,11-11-2008 06:55,3,UNKNOWN,dfs.FSDataset,INFO,Deleting block blk_6491888411266994867 file /mnt/hadoop/dfs/data/current/subdir39/blk_6491888411266994867,E9,Deleting block blk_<*> file /<*>/blk_<*>,0.05,Normal,0
BGL,1500,16-10-2005 04:46,84869,R25-M1-N0-I:J18-U01,KERNEL,INFO,ciod: generated 64 core files for program /home/spelce1/HPCC_IBM/Urgent/COP/64K/opt_co_dc.rts,E34,ciod: generated <*> core files for program <*>,0.1,Normal,0
HDFS,2196,10-11-2008 03:09,335,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.31.5:50010:Got exception while serving blk_-1367876730256254709 to /10.251.67.225:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,2368,02-09-2005 20:24,2733,R10-M1-N4-I:J18-U01,KERNEL,FATAL,Lustre mount FAILED : bglio136 : point /p/gb1,E81,Lustre mount FAILED : bglio<*> : point <*>,0.9,Risk,2
HDFS,291,10-11-2008 02:06,83,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.192:50010 is added to blk_325981833999429148 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.05,Normal,0
HDFS,708,10-11-2008 14:33,17,UNKNOWN,dfs.DataNode$DataXceiver,INFO,Receiving block blk_4959462704623252283 src: /10.251.125.174:44166 dest: /10.251.125.174:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.05,Normal,0
HDFS,906,10-11-2008 21:13,112,UNKNOWN,dfs.DataNode$PacketResponder,INFO,PacketResponder 0 for block blk_2089955821703690032 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.05,Normal,0
HDFS,2038,09-11-2008 21:57,241,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.202.134:50010:Got exception while serving blk_3441699978641526775 to /10.251.126.5:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,507,01-07-2005 11:10,6,R31-M1-N5-C:J11-U01,KERNEL,INFO,generating core.9825,E67,generating core.<*>,0.1,Normal,0
BGL,1481,07-10-2005 21:08,121406,R60-M1-N5-C:J09-U11,KERNEL,INFO,total of 2 ddr error(s) detected and corrected,E118,total of <*> ddr error(s) detected and corrected,0.1,Normal,0
HDFS,1966,11-11-2008 09:59,73,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.49:50010 is added to blk_-2959268996938658555 size 15715490,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.05,Normal,0
HDFS,1007,10-11-2008 22:08,7,UNKNOWN,dfs.FSDataset,INFO,Deleting block blk_-5718504625725408070 file /mnt/hadoop/dfs/data/current/blk_-5718504625725408070,E9,Deleting block blk_<*> file /<*>/blk_<*>,0.05,Normal,0
BGL,1184,27-07-2005 02:26,7,R17-M1-NB-C:J09-U11,KERNEL,INFO,generating core.45674,E67,generating core.<*>,0.1,Normal,0
BGL,2373,21-11-2005 22:47,3723,R16-M1-NC-I:J18-U11,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41060, Connection timed out",E31,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection timed out",0.9,Risk,2
HDFS,1233,11-11-2008 03:13,27,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.8:50010 is added to blk_-5963475042722370536 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.05,Normal,0
HDFS,1811,11-11-2008 08:39,76,UNKNOWN,dfs.DataNode$PacketResponder,INFO,Received block blk_4539833452749813987 of size 67108864 from /10.251.42.16,E11,Received block blk_<*> of size <*> from /<*>,0.05,Normal,0
BGL,1989,21-12-2005 15:27,83517,R62-M0-N4-I:J18-U01,APP,FATAL,"ciod: Error loading /g/g24/buber/Yunsic/BlueGene/partad.develf/taddriver.32.exe: program image too big, 361544528 > 266076160",E27,"ciod: Error loading /<*>: program image too big, <*> > <*>",0.1,Normal,0
HDFS,2204,11-11-2008 01:44,564,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.107.98:50010:Got exception while serving blk_-3140031507252212554 to /10.250.7.244:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,1546,11-11-2008 06:36,82,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.192:50010 is added to blk_8521306385156958668 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.05,Normal,0
HDFS,1178,11-11-2008 02:41,111,UNKNOWN,dfs.DataNode$PacketResponder,INFO,Received block blk_-6811519872198278365 of size 67108864 from /10.250.6.4,E11,Received block blk_<*> of size <*> from /<*>,0.05,Normal,0
BGL,1697,08-11-2005 00:13,48,R63-M0-N9-C:J10-U01,KERNEL,INFO,iar 00105e84 dear 0244f29c,E70,iar <*> dear <*>,0.1,Normal,0
BGL,2387,15-11-2005 02:25,1,R46-M1-N1-C:J02-U01,KERNEL,FATAL,"Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00ce22e8 e6200003 00000002 00000000) PSR0=20021f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",E60,"Error receiving packet on tree network, expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>",0.9,Risk,2
HDFS,780,10-11-2008 15:26,213,UNKNOWN,dfs.DataNode$DataXceiver,INFO,Receiving block blk_1321799290531408498 src: /10.251.126.255:43447 dest: /10.251.126.255:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.05,Normal,0
BGL,2337,16-10-2005 22:24,39151,R71-M1-N0-I:J18-U01,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:47696: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,0.9,Risk,2
HDFS,2198,10-11-2008 19:20,414,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.250.10.223:50010:Got exception while serving blk_9095955277706686312 to /10.250.5.161:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,2295,16-08-2005 04:45,39295,R71-M0-NA-C:J12-U11,KERNEL,FATAL,rts: kernel terminated for reason 1003,E111,rts: kernel terminated for reason <*>,0.9,Risk,2
HDFS,356,10-11-2008 09:28,196,UNKNOWN,dfs.DataNode$DataXceiver,INFO,10.250.6.191:50010 Served block blk_5952254363678329024 to /10.250.6.191,E1,<*>:<*> Served block blk_<*> to /<*>,0.05,Normal,0
HDFS,130,09-11-2008 23:47,22,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.179:50010 is added to blk_4628142183191390143 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.05,Normal,0
HDFS,2083,10-11-2008 08:05,2913,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.111.130:50010:Got exception while serving blk_3169060243663461885 to /10.251.214.32:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,360,10-11-2008 09:40,108,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.125.193:50010:Got exception while serving blk_3790492230047189408 to /10.251.199.159:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,2158,10-11-2008 19:41,386,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.26.8:50010:Got exception while serving blk_-3572295706132449090 to /10.251.111.130:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,2089,09-11-2008 21:40,31,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.30.85:50010:Got exception while serving blk_-2918118818249673980 to /10.251.90.64:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,1750,15-11-2005 02:25,1,R46-M1-N1-C:J02-U01,KERNEL,FATAL,"Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00ce22e8 e6200003 00000002 00000000) PSR0=20021f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",E60,"Error receiving packet on tree network, expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>",0.9,Risk,2
HDFS,2033,10-11-2008 12:59,432,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.250.13.188:50010:Got exception while serving blk_73389299186801686 to /10.251.123.33:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,2224,26-11-2005 12:48,45689,R54-M0-N0-I:J18-U01,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:60243, Link has been severed",E32,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",0.9,Risk,2
HDFS,20,09-11-2008 20:54,54,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_4568434182693165548 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.05,Normal,0
BGL,571,04-07-2005 03:23,10,R23-M0-N5-C:J10-U01,KERNEL,INFO,generating core.10185,E67,generating core.<*>,0.1,Normal,0
HDFS,131,09-11-2008 23:47,13,UNKNOWN,dfs.DataNode$PacketResponder,INFO,PacketResponder 2 for block blk_-6766351519628312408 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.05,Normal,0
HDFS,311,10-11-2008 07:03,8,UNKNOWN,dfs.DataNode$DataXceiver,INFO,10.251.111.37:50010 Served block blk_-6050976999174805557 to /10.251.111.37,E1,<*>:<*> Served block blk_<*> to /<*>,0.05,Normal,0
HDFS,1951,11-11-2008 09:50,4,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.allocateBlock: /user/root/rand8/_temporary/_task_200811101024_0015_m_001860_0/part-01860. blk_8716294289715825928,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,0.05,Normal,0
BGL,2402,16-10-2005 22:24,50158,R71-M1-N0-I:J18-U01,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:47696: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,0.9,Risk,2
HDFS,340,10-11-2008 08:27,31,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.250.19.227:50010:Got exception while serving blk_-7372087176866857012 to /10.251.110.68:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,2058,09-11-2008 21:49,226,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.250.13.188:50010:Got exception while serving blk_6241141267506413726 to /10.251.194.245:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,1371,28-08-2005 10:35,906,R54-M0-NC-I:J18-U01,KERNEL,INFO,"NFS Mount failed on bglio716, slept 15 seconds, retrying (1)",E89,"NFS Mount failed on bglio<*>, slept <*> seconds, retrying (<*>)",0.1,Normal,0
HDFS,2097,09-11-2008 21:51,131,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.199.19:50010:Got exception while serving blk_8466246428293623262 to /10.251.106.37:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,23,05-06-2005 12:27,257,R27-M0-N6-C:J10-U01,KERNEL,INFO,generating core.1125,E67,generating core.<*>,0.1,Normal,0
BGL,2310,15-09-2005 15:28,152329,R72-M1-N0-I:J18-U01,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:37916: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,0.9,Risk,2
HDFS,1779,11-11-2008 08:19,16,UNKNOWN,dfs.DataNode$PacketResponder,INFO,PacketResponder 2 for block blk_8487226415276391460 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.05,Normal,0
BGL,2268,15-12-2005 07:16,34,R32-M0-NC-I:J18-U01,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:50288, Link has been severed",E32,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",0.9,Risk,2
HDFS,1179,11-11-2008 02:41,28,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.19:50010 is added to blk_6748710057489679257 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.05,Normal,0
HDFS,2105,10-11-2008 08:13,177,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.66.102:50010:Got exception while serving blk_6106884317961925960 to /10.251.66.102:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,651,09-07-2005 18:10,12,R36-M0-N5-C:J15-U11,KERNEL,INFO,generating core.3824,E67,generating core.<*>,0.1,Normal,0
BGL,951,15-07-2005 15:41,40,R04-M0-NB-C:J04-U01,KERNEL,INFO,generating core.4675,E67,generating core.<*>,0.1,Normal,0
HDFS,2101,10-11-2008 19:47,125,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.127.243:50010:Got exception while serving blk_7760079751081658559 to /10.251.215.70:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,1582,11-11-2008 06:53,36,UNKNOWN,dfs.DataNode$PacketResponder,INFO,Received block blk_5406084276349645828 of size 67108864 from /10.250.10.223,E11,Received block blk_<*> of size <*> from /<*>,0.05,Normal,0
BGL,1260,16-08-2005 04:45,21,R63-M0-N4-C:J16-U01,KERNEL,FATAL,rts: kernel terminated for reason 1004,E111,rts: kernel terminated for reason <*>,0.9,Risk,2
HDFS,2118,09-11-2008 22:23,193,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.74.79:50010:Got exception while serving blk_2244903517044280975 to /10.251.74.134:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,881,10-11-2008 21:05,3,UNKNOWN,dfs.FSDataset,INFO,Deleting block blk_4658551441818960395 file /mnt/hadoop/dfs/data/current/subdir19/blk_4658551441818960395,E9,Deleting block blk_<*> file /<*>/blk_<*>,0.05,Normal,0
HDFS,1764,11-11-2008 08:08,53,UNKNOWN,dfs.DataNode$PacketResponder,INFO,Received block blk_3224184805694764748 of size 67108864 from /10.250.18.114,E11,Received block blk_<*> of size <*> from /<*>,0.05,Normal,0
HDFS,91,09-11-2008 22:11,337,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.90.64:50010:Got exception while serving blk_-4841792440390267307 to /10.251.90.239:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,2177,10-11-2008 13:18,327,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.26.177:50010:Got exception while serving blk_3848747149919646864 to /10.251.125.174:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,2267,02-09-2005 19:40,20510,R02-M1-N8-I:J18-U01,KERNEL,FATAL,Lustre mount FAILED : bglio46 : point /p/gb1,E81,Lustre mount FAILED : bglio<*> : point <*>,0.9,Risk,2
BGL,1530,03-11-2005 16:44,6072,R06-M0-NC-I:J18-U11,APP,FATAL,"ciod: Error loading /home.old/glosli/src/ddcMD/ddcMD1.1.17/bin/ddcMDGbglV: invalid or missing program image, No such file or directory",E28,"ciod: Error loading <*>: invalid or missing program image, No such file or directory",0.1,Normal,0
HDFS,2079,10-11-2008 03:09,377,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.31.5:50010:Got exception while serving blk_-1367876730256254709 to /10.251.67.225:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,2178,10-11-2008 13:36,230,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.123.132:50010:Got exception while serving blk_4048438071314937575 to /10.251.194.213:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
